Date,Price,MarketCap,Addresses,Difficulty,TransFee,TweetsNum
08/03/2013,41.29,448777371.0,56595.0,4367876.0,0.0353,
09/03/2013,43.161,469280313.0,54122.0,4367876.0,0.0406,
10/03/2013,44.418,483140666.0,56994.0,4367876.0,0.037000000000000005,
11/03/2013,45.12,490982840.0,53527.0,4367876.0,0.0381,
12/03/2013,44.108000000000004,480151390.0,59741.0,4367876.0,0.0608,
13/03/2013,42.786,465904749.0,63043.0,4367876.0,0.0399,
14/03/2013,43.303000000000004,471704423.0,61115.0,4665388.0,0.0393,
15/03/2013,43.596000000000004,475091197.0,63497.0,4847647.0,0.0453,
16/03/2013,44.159,481410971.0,50918.0,4847647.0,0.0408,
17/03/2013,43.931000000000004,479117537.0,51944.0,4847647.0,0.0396,
18/03/2013,46.26,504759927.0,58866.0,4847647.0,0.0404,
19/03/2013,51.382,560892625.0,68743.0,4847647.0,0.0578,
20/03/2013,57.751999999999995,630679958.0,62848.0,4847647.0,0.0465,
21/03/2013,63.989,699128576.0,69727.0,4847647.0,0.0585,
22/03/2013,65.74,718612403.0,74972.0,4847647.0,0.0738,
23/03/2013,63.61600000000001,695764176.0,66987.0,4847647.0,0.0635,
24/03/2013,64.77,708731307.0,69027.0,5581052.0,0.0514,
25/03/2013,69.145,756936321.0,66175.0,6695826.0,0.0628,
26/03/2013,71.704,785202576.0,73013.0,6695826.0,0.0665,
27/03/2013,79.237,867998695.0,72757.0,6695826.0,0.0896,
28/03/2013,85.75200000000001,939642373.0,94463.0,6695826.0,0.0863,
29/03/2013,86.59100000000001,949232066.0,83274.0,6695826.0,0.0847,
30/03/2013,87.454,959078447.0,78048.0,6695826.0,0.0949,
31/03/2013,89.05,976960895.0,64261.0,6695826.0,0.0932,
01/04/2013,94.715,1039517192.0,75756.0,6695826.0,0.0777,
02/04/2013,107.749,1183101461.0,91875.0,6695826.0,0.105,
03/04/2013,120.00299999999999,1318189886.0,107142.0,6695826.0,0.133,
04/04/2013,123.56200000000001,1357824968.0,108890.0,6695826.0,0.141,
05/04/2013,128.664,1414392012.0,100034.0,7005058.0,0.12,
06/04/2013,134.114,1474827634.0,83086.0,7673000.0,0.10099999999999999,
07/04/2013,142.08,1563013110.0,87097.0,7673000.0,0.121,
08/04/2013,163.561,1799989332.0,113894.0,7673000.0,0.12300000000000001,
09/04/2013,195.39700000000002,2151102847.0,112075.0,7673000.0,0.14400000000000002,
10/04/2013,178.5,1965870661.0,133453.0,7673000.0,0.18100000000000002,
11/04/2013,115.0,1267079990.0,124611.0,7673000.0,0.107,
12/04/2013,92.446,1018942331.0,102963.0,7673000.0,0.0891,
13/04/2013,98.435,1085384852.0,82837.0,7673000.0,0.0743,
14/04/2013,91.84899999999999,1013148373.0,71397.0,7673000.0,0.0886,
15/04/2013,87.10799999999999,961179992.0,100248.0,7673000.0,0.11900000000000001,
16/04/2013,75.043,828357493.0,100365.0,7673000.0,0.0578,
17/04/2013,77.734,858411619.0,105254.0,8038276.0,0.11199999999999999,
18/04/2013,94.679,1045938834.0,82114.0,8974296.0,0.0866,
19/04/2013,106.7,1179129473.0,105015.0,8974296.0,0.0994,
20/04/2013,114.48,1265497456.0,74501.0,8974296.0,0.11,
21/04/2013,114.295,1263886915.0,69875.0,8974296.0,0.0854,
22/04/2013,113.535,1255982265.0,91717.0,8974296.0,0.11199999999999999,
23/04/2013,120.78,1336598030.0,93177.0,8974296.0,0.12,
24/04/2013,134.8,1492314913.0,102538.0,8974296.0,0.13,
25/04/2013,139.74,1547569552.0,90770.0,8974296.0,0.136,
26/04/2013,132.945,1472883529.0,86205.0,8974296.0,0.098,
27/04/2013,126.316,1399986806.0,78259.0,8974296.0,0.111,
28/04/2013,124.045,1375272701.0,118060.0,8974296.0,0.0975,
29/04/2013,130.56,1448081487.0,86965.0,8974296.0,0.11599999999999999,
30/04/2013,134.465,1491972429.0,76917.0,9854414.0,0.13,
01/05/2013,124.662,1383671584.0,83615.0,10076293.0,0.0924,
02/05/2013,111.04899999999999,1232994860.0,81968.0,10076293.0,0.106,
03/05/2013,102.694,1140571980.0,82857.0,10076293.0,0.091,
04/05/2013,105.04,1166984989.0,69993.0,10076293.0,0.0957,
05/05/2013,113.464,1261023174.0,72149.0,10076293.0,0.0827,
06/05/2013,113.005,1256388032.0,85210.0,10076293.0,0.113,
07/05/2013,110.375,1227611214.0,109120.0,10076293.0,0.0912,
08/05/2013,109.595,1219390646.0,102439.0,10076293.0,0.113,
09/05/2013,108.42,1206769938.0,81940.0,10076293.0,0.107,
10/05/2013,110.54,1230814260.0,84341.0,10076293.0,0.105,
11/05/2013,112.50299999999999,1253155261.0,80919.0,10076293.0,0.0948,
12/05/2013,111.738,1245142400.0,69607.0,10301131.0,0.0969,
13/05/2013,112.241,1251224545.0,82796.0,11187257.0,0.10800000000000001,
14/05/2013,108.635,1211498644.0,83723.0,11187257.0,0.094,
15/05/2013,104.575,1166624096.0,84759.0,11187257.0,0.0988,
16/05/2013,107.0,1194054232.0,84162.0,11187257.0,0.136,
17/05/2013,110.492,1233426044.0,78453.0,11187257.0,0.105,
18/05/2013,112.815,1259817553.0,68371.0,11187257.0,0.0857,
19/05/2013,112.905,1261243165.0,64226.0,11187257.0,0.11199999999999999,
20/05/2013,113.2,1264974454.0,71676.0,11187257.0,0.10099999999999999,
21/05/2013,115.28,1288595268.0,82573.0,11187257.0,0.0997,
22/05/2013,116.686,1304746379.0,74802.0,11187257.0,0.11199999999999999,
23/05/2013,118.696,1327690167.0,83266.0,11187257.0,0.11199999999999999,
24/05/2013,124.605,1394322522.0,84962.0,11187257.0,0.109,
25/05/2013,127.725,1429774912.0,69624.0,11450754.0,0.11800000000000001,
26/05/2013,128.75,1441785669.0,69657.0,12153412.0,0.1,
27/05/2013,128.355,1437885373.0,73994.0,12153412.0,0.11900000000000001,
28/05/2013,125.725,1408976224.0,76227.0,12153412.0,0.121,
29/05/2013,126.43,1417376424.0,80558.0,12153412.0,0.12,
30/05/2013,127.245,1427042015.0,78228.0,12153412.0,0.106,
31/05/2013,126.42399999999999,1418400278.0,75479.0,12153412.0,0.105,
01/06/2013,126.90899999999999,1424396928.0,67806.0,12153412.0,0.0968,
02/06/2013,124.135,1393928709.0,65828.0,12153412.0,0.122,
03/06/2013,120.333,1351834194.0,79854.0,12153412.0,0.127,
04/06/2013,119.685,1345191813.0,78631.0,12153412.0,0.113,
05/06/2013,120.096,1350445110.0,78667.0,13466757.0,0.128,
06/06/2013,119.38799999999999,1343038626.0,73267.0,15605633.0,0.0905,
07/06/2013,115.014,1294354363.0,73768.0,15605633.0,0.0866,
08/06/2013,110.585,1244956010.0,58257.0,15605633.0,0.106,
09/06/2013,105.935,1193086083.0,56600.0,15605633.0,0.0862,
10/06/2013,104.06,1172377022.0,60963.0,15605633.0,0.08,
11/06/2013,106.555,1200955863.0,66609.0,15605633.0,0.10300000000000001,
12/06/2013,108.05,1218291874.0,63763.0,15605633.0,0.10099999999999999,
13/06/2013,106.945,1206375458.0,66341.0,15605633.0,0.102,
14/06/2013,102.855,1160717162.0,75762.0,15605633.0,0.0747,
15/06/2013,100.25,1131770900.0,53810.0,15605633.0,0.0928,
16/06/2013,100.355,1133390332.0,48785.0,15948723.0,0.0734,
17/06/2013,100.846,1139396356.0,56902.0,19339258.0,0.0811,
18/06/2013,103.663,1171599825.0,63562.0,19339258.0,0.0853,
19/06/2013,105.104,1188259609.0,69145.0,19339258.0,0.0838,
20/06/2013,105.82600000000001,1196782032.0,67644.0,19339258.0,0.141,
21/06/2013,106.072,1199972413.0,69098.0,19339258.0,0.0973,
22/06/2013,103.671,1173245774.0,58577.0,19339258.0,0.13,
23/06/2013,101.679,1151149677.0,52055.0,19339258.0,0.0872,
24/06/2013,98.478,1115310402.0,64862.0,19339258.0,0.0875,
25/06/2013,97.24700000000001,1101739007.0,61381.0,19339258.0,0.0739,
26/06/2013,98.0,1110648942.0,64996.0,19339258.0,0.0869,
27/06/2013,96.6,1095202655.0,61024.0,19339258.0,0.0646,
28/06/2013,92.242,1046178676.0,68613.0,19339258.0,0.0898,
29/06/2013,89.28299999999999,1012995700.0,60981.0,20177844.0,0.0599,
30/06/2013,89.829,1019570119.0,50492.0,21335329.0,0.0849,
01/07/2013,85.60799999999999,971988436.0,68676.0,21335329.0,0.053,
02/07/2013,83.204,945025648.0,64158.0,21335329.0,0.075,
03/07/2013,81.42399999999999,925114289.0,66024.0,21335329.0,0.0649,
04/07/2013,78.461,891815995.0,60868.0,21335329.0,0.0521,
05/07/2013,73.017,830233039.0,60509.0,21335329.0,0.0643,
06/07/2013,66.0,750758929.0,56535.0,21335329.0,0.0593,
07/07/2013,69.751,793747458.0,48847.0,21335329.0,0.0426,
08/07/2013,73.54899999999999,837315670.0,63045.0,21335329.0,0.0612,
09/07/2013,72.494,825647341.0,67986.0,21335329.0,0.062,
10/07/2013,75.98899999999999,865804252.0,64858.0,21335329.0,0.0514,
11/07/2013,81.5,928993264.0,73357.0,26107387.0,0.0665,
12/07/2013,84.999,969252972.0,78451.0,26162876.0,0.0544,
13/07/2013,88.095,1004896167.0,63116.0,26162876.0,0.0783,
14/07/2013,88.156,1005938004.0,48402.0,26162876.0,0.0582,
15/07/2013,89.295,1019318970.0,62325.0,26162876.0,0.0545,
16/07/2013,89.925,1026879230.0,66221.0,26162876.0,0.0822,
17/07/2013,88.775,1014111029.0,63007.0,26162876.0,0.0739,
18/07/2013,86.48299999999999,988326452.0,63178.0,26162876.0,0.0789,
19/07/2013,83.838,958436879.0,58759.0,26162876.0,0.0484,
20/07/2013,83.85799999999999,959018294.0,52399.0,26162876.0,0.0575,
21/07/2013,83.889,959762900.0,51123.0,26162876.0,0.0584,
22/07/2013,84.1,962601055.0,60318.0,27181693.0,0.0692,
23/07/2013,85.24,976001008.0,64299.0,31256961.0,0.0477,
24/07/2013,86.425,989868221.0,65888.0,31256961.0,0.0729,
25/07/2013,87.875,1006830914.0,66440.0,31256961.0,0.07,
26/07/2013,89.193,1022257500.0,62886.0,31256961.0,0.0487,
27/07/2013,88.506,1014742115.0,51988.0,31256961.0,0.0775,
28/07/2013,88.353,1013386414.0,49180.0,31256961.0,0.0567,
29/07/2013,91.241,1046894436.0,67474.0,31256961.0,0.0666,
30/07/2013,93.05,1068070730.0,69870.0,31256961.0,0.0836,
31/07/2013,96.0,1102404988.0,80900.0,31256961.0,0.0958,
01/08/2013,95.875,1101424971.0,114305.0,31256961.0,0.0725,
02/08/2013,95.495,1097482045.0,74758.0,31256961.0,0.054000000000000006,
03/08/2013,95.37200000000001,1096520497.0,60484.0,34144399.0,0.0553,
04/08/2013,94.551,1087488754.0,60253.0,37392766.0,0.0697,
05/08/2013,95.46,1098370902.0,73171.0,37392766.0,0.0523,
06/08/2013,96.89200000000001,1115305431.0,71546.0,37392766.0,0.0745,
07/08/2013,97.39,1121500417.0,75667.0,37392766.0,0.0535,
08/08/2013,95.932,1105151053.0,72376.0,37392766.0,0.0815,
09/08/2013,94.179,1085438790.0,64632.0,37392766.0,0.0836,
10/08/2013,93.381,1076702567.0,59304.0,37392766.0,0.0538,
11/08/2013,93.038,1073236154.0,54134.0,37392766.0,0.08,
12/08/2013,93.98899999999999,1084713918.0,103392.0,37392766.0,0.0477,
13/08/2013,94.93799999999999,1096173086.0,74994.0,39812328.0,0.0534,
14/08/2013,96.29299999999999,1112258807.0,78215.0,50810339.0,0.0827,
15/08/2013,96.95200000000001,1120278004.0,75757.0,50810339.0,0.106,
16/08/2013,96.54299999999999,1115968080.0,82518.0,50810339.0,0.0639,
17/08/2013,96.796,1119293340.0,61411.0,50810339.0,0.0497,
18/08/2013,96.925,1121245421.0,57548.0,50810339.0,0.0792,
19/08/2013,97.99600000000001,1134110279.0,78551.0,50810339.0,0.067,
20/08/2013,101.101,1170492079.0,79844.0,50810339.0,0.0548,
21/08/2013,105.11,1217411379.0,82676.0,50810339.0,0.055999999999999994,
22/08/2013,107.292,1243203808.0,83887.0,50810339.0,0.0625,
23/08/2013,106.115,1230138739.0,81888.0,50810339.0,0.0653,
24/08/2013,105.79899999999999,1226999701.0,64388.0,56116797.0,0.0568,
25/08/2013,107.66,1249075119.0,68616.0,65750060.0,0.0736,
26/08/2013,108.695,1261493549.0,75772.0,65750060.0,0.0793,
27/08/2013,111.875,1298864307.0,95012.0,65750060.0,0.0719,
28/08/2013,115.28,1338883280.0,83875.0,65750060.0,0.466,
29/08/2013,115.785,1345263687.0,74884.0,65750060.0,0.0532,
30/08/2013,118.34700000000001,1375589820.0,89611.0,65750060.0,0.0833,
31/08/2013,122.066,1419442685.0,88163.0,65750060.0,0.0806,
01/09/2013,124.65100000000001,1450197249.0,56999.0,65750060.0,0.0671,
02/09/2013,125.588,1461792237.0,62790.0,65750060.0,0.11699999999999999,
03/09/2013,124.863,1454018854.0,72100.0,65750060.0,0.075,
04/09/2013,120.74700000000001,1406673818.0,76878.0,81734746.0,0.0619,
05/09/2013,117.345,1367519342.0,70425.0,86933018.0,0.0632,
06/09/2013,115.05,1341294351.0,73269.0,86933018.0,0.0635,
07/09/2013,115.023,1341511557.0,62593.0,86933018.0,0.0544,
08/09/2013,116.613,1360478426.0,56485.0,86933018.0,0.0658,
09/09/2013,117.844,1375296725.0,73995.0,86933018.0,0.0626,
10/09/2013,119.961,1400612048.0,70670.0,86933018.0,0.0577,
11/09/2013,121.73299999999999,1421882502.0,74675.0,86933018.0,0.055999999999999994,
12/09/2013,123.67,1445125756.0,77029.0,86933018.0,0.07200000000000001,
13/09/2013,124.07,1450466425.0,66572.0,86933018.0,0.0583,
14/09/2013,123.947,1449660383.0,54053.0,87168757.0,0.0579,
15/09/2013,123.693,1447363705.0,54801.0,112628549.0,0.0639,
16/09/2013,123.8,1449170044.0,69774.0,112628549.0,0.0986,
17/09/2013,124.251,1454933372.0,73046.0,112628549.0,0.555,
18/09/2013,125.036,1464684531.0,79094.0,112628549.0,0.223,
19/09/2013,122.527,1435793351.0,79120.0,112628549.0,0.18899999999999997,
20/09/2013,121.008,1418568150.0,77102.0,112628549.0,0.0556,
21/09/2013,121.10799999999999,1420351848.0,66368.0,112628549.0,0.0619,
22/09/2013,121.53399999999999,1425922214.0,63585.0,112628549.0,0.063,
23/09/2013,121.286,1423622160.0,80538.0,112628549.0,0.0735,
24/09/2013,121.31,1424540557.0,78401.0,112628549.0,0.0596,
25/09/2013,122.14,1434940478.0,78497.0,125804757.0,0.0698,
26/09/2013,122.652,1441581271.0,78179.0,148819200.0,0.0582,
27/09/2013,122.374,1438815296.0,78099.0,148819200.0,0.21600000000000003,
28/09/2013,123.20100000000001,1449081119.0,68927.0,148819200.0,0.0758,
29/09/2013,123.325,1451085294.0,71309.0,148819200.0,0.0777,
30/09/2013,123.05,1448378379.0,80455.0,148819200.0,0.0674,
01/10/2013,123.374,1452688931.0,89789.0,148819200.0,0.0847,
02/10/2013,112.777,1328445298.0,105735.0,148819200.0,0.0729,
03/10/2013,108.50399999999999,1278630032.0,90270.0,148819200.0,0.0669,
04/10/2013,117.03200000000001,1379701809.0,77846.0,148819200.0,0.055999999999999994,
05/10/2013,119.311,1407106134.0,65740.0,148819200.0,0.0687,
06/10/2013,119.368,1408431909.0,61107.0,164129164.0,0.0592,
07/10/2013,120.405,1421230302.0,76596.0,189281249.0,0.0884,
08/10/2013,121.615,1435981223.0,76275.0,189281249.0,0.0463,
09/10/2013,122.89299999999999,1451519955.0,79518.0,189281249.0,0.0739,
10/10/2013,123.50299999999999,1459329722.0,80597.0,189281249.0,0.0677,
11/10/2013,123.83200000000001,1463805716.0,79795.0,189281249.0,0.0545,
12/10/2013,124.149,1468127141.0,66980.0,189281249.0,0.081,
13/10/2013,126.822,1500421299.0,87654.0,189281249.0,0.0765,
14/10/2013,130.11700000000002,1540117168.0,82481.0,189281249.0,0.0751,
15/10/2013,134.739,1595673261.0,85587.0,189281249.0,0.0937,
16/10/2013,136.214,1614026616.0,93270.0,219914107.0,0.127,
17/10/2013,138.704,1644263494.0,81452.0,267731249.0,0.10800000000000001,
18/10/2013,143.72299999999998,1704352807.0,86024.0,267731249.0,0.0927,
19/10/2013,153.886,1825611333.0,92550.0,267731249.0,0.10099999999999999,
20/10/2013,157.329,1867340745.0,73525.0,267731249.0,0.0911,
21/10/2013,164.81,1956949972.0,96421.0,267731249.0,0.10300000000000001,
22/10/2013,180.31599999999997,2142017804.0,109555.0,267731249.0,0.11599999999999999,
23/10/2013,191.426,2275171151.0,108021.0,267731249.0,0.159,
24/10/2013,185.605,2207011221.0,112118.0,267731249.0,0.149,
25/10/2013,169.46900000000002,2016049958.0,101195.0,267731249.0,0.151,
26/10/2013,172.97,2058712902.0,73938.0,373329139.0,0.129,
27/10/2013,178.428,2124493394.0,65295.0,390928788.0,0.237,
28/10/2013,188.042,2239797312.0,86596.0,390928788.0,0.115,
29/10/2013,193.13400000000001,2301291587.0,85460.0,390928788.0,0.134,
30/10/2013,195.57,2331103057.0,95946.0,390928788.0,0.12,
31/10/2013,195.73,2333968406.0,96937.0,390928788.0,0.10099999999999999,
01/11/2013,197.87,2360529259.0,87053.0,390928788.0,0.153,
02/11/2013,199.6,2382205380.0,77875.0,390928788.0,0.12,
03/11/2013,202.56,2418551851.0,83333.0,390928788.0,0.23199999999999998,
04/11/2013,213.80599999999998,2553856856.0,100572.0,390928788.0,0.244,
05/11/2013,231.403,2765169890.0,117724.0,412308267.0,0.213,
06/11/2013,248.28400000000002,2967969999.0,131395.0,510929738.0,0.659,
07/11/2013,274.025,3276694014.0,130493.0,510929738.0,0.583,
08/11/2013,298.115,3565822945.0,130738.0,510929738.0,0.539,
09/11/2013,334.983,4007937903.0,129810.0,510929738.0,0.341,
10/11/2013,291.892,3493449232.0,117024.0,510929738.0,0.233,
11/11/2013,314.01,3759506481.0,116255.0,510929738.0,0.341,
12/11/2013,336.63,4031895613.0,116405.0,510929738.0,0.13,
13/11/2013,369.033,4421853321.0,122999.0,510929738.0,0.131,
14/11/2013,400.994,4806496366.0,133437.0,510929738.0,0.134,
15/11/2013,411.755,4937365088.0,120004.0,510929738.0,0.11699999999999999,
16/11/2013,418.345,5018118744.0,103890.0,510929738.0,0.127,
17/11/2013,453.251,5439031727.0,107730.0,542721010.0,0.151,
18/11/2013,550.5,6608579276.0,164695.0,609482680.0,0.19,
19/11/2013,601.887,7227259799.0,207754.0,609482680.0,0.205,
20/11/2013,494.668,5941801419.0,165510.0,609482680.0,0.162,
21/11/2013,599.545,7204012321.0,188789.0,609482680.0,0.222,
22/11/2013,675.1160000000001,8114484743.0,165422.0,609482680.0,0.205,
23/11/2013,738.6389999999999,8881168588.0,150897.0,609482680.0,0.214,
24/11/2013,702.545,8449651144.0,124668.0,609482680.0,0.203,
25/11/2013,723.096,8699310811.0,143015.0,609482680.0,0.198,
26/11/2013,796.6439999999999,9587594542.0,179510.0,609482680.0,0.242,
27/11/2013,891.298,10730289044.0,199263.0,609482680.0,0.284,
28/11/2013,934.539,11254886229.0,202035.0,609482680.0,0.29100000000000004,
29/11/2013,981.6669999999999,11826898270.0,189628.0,634388614.0,0.285,
30/11/2013,1052.0,12682051948.0,163942.0,707408283.0,0.28300000000000003,
01/12/2013,915.571,11038486608.0,166307.0,707408283.0,0.24,
02/12/2013,917.898,11070978963.0,178033.0,707408283.0,0.257,
03/12/2013,984.654,11880028583.0,174151.0,707408283.0,0.259,
04/12/2013,1037.0,12514095135.0,184281.0,707408283.0,0.272,
05/12/2013,991.025,11966086645.0,184046.0,707408283.0,0.26899999999999996,
06/12/2013,916.265,11067183762.0,169434.0,707408283.0,0.245,
07/12/2013,720.715,8708859864.0,150899.0,707408283.0,0.4,
08/12/2013,733.548,8867502070.0,114536.0,707408283.0,0.177,
09/12/2013,856.334,10355946029.0,156258.0,707408283.0,0.23,
10/12/2013,916.819,11091432811.0,154546.0,775435719.0,0.23800000000000002,
11/12/2013,887.697,10743391422.0,152924.0,908350862.0,0.231,
12/12/2013,853.6210000000001,10334494909.0,130824.0,908350862.0,0.21100000000000002,
13/12/2013,870.1339999999999,10537959468.0,146004.0,908350862.0,0.22,
14/12/2013,854.784,10355708429.0,148107.0,908350862.0,0.19699999999999998,
15/12/2013,834.51,10114244669.0,141315.0,908350862.0,0.184,
16/12/2013,774.416,9389330110.0,177669.0,908350862.0,0.17600000000000002,
17/12/2013,673.0010000000001,8163095363.0,158826.0,908350862.0,0.152,
18/12/2013,554.5219999999999,6728817650.0,181244.0,908350862.0,0.127,
19/12/2013,615.988,7477721321.0,157747.0,908350862.0,0.145,
20/12/2013,663.529,8058557197.0,153561.0,908350862.0,0.166,
21/12/2013,614.2909999999999,7312365176.0,127412.0,1067492473.0,0.13699999999999998,
22/12/2013,634.818,7509740013.0,124083.0,1180923195.0,0.138,
23/12/2013,650.085,7652888251.0,152463.0,1180923195.0,0.146,
24/12/2013,670.7280000000001,7877506406.0,130524.0,1180923195.0,0.145,
25/12/2013,670.3939999999999,7992904507.0,130234.0,1180923195.0,0.149,
26/12/2013,730.449,8667980009.0,122662.0,1180923195.0,0.191,
27/12/2013,753.055,8759625914.0,126404.0,1180923195.0,0.17600000000000002,
28/12/2013,738.125,8704024111.0,115924.0,1180923195.0,0.18,
29/12/2013,729.7589999999999,8664365741.0,129269.0,1180923195.0,0.20800000000000002,
30/12/2013,760.7189999999999,8880104088.0,152686.0,1180923195.0,0.161,
31/12/2013,756.6139999999999,8848410602.0,119176.0,1180923195.0,0.171,
01/01/2014,771.1439999999999,9027564716.0,97260.0,1180923195.0,0.168,
02/01/2014,779.773,9275962711.0,137758.0,1406071639.0,0.19699999999999998,
03/01/2014,793.6289999999999,9653676428.0,143112.0,1418481395.0,0.18,
04/01/2014,834.69,9859310390.0,116602.0,1418481395.0,0.198,
05/01/2014,877.685,10586963510.0,136208.0,1418481395.0,0.209,
06/01/2014,961.717,11416358515.0,178917.0,1418481395.0,0.42200000000000004,
07/01/2014,914.81,10571674123.0,142545.0,1418481395.0,0.226,
08/01/2014,848.331,9871565110.0,147459.0,1418481395.0,0.196,
09/01/2014,849.84,10019535543.0,134119.0,1418481395.0,0.185,
10/01/2014,846.22,10018449122.0,127459.0,1418481395.0,0.19699999999999998,
11/01/2014,899.4760000000001,10591030492.0,130048.0,1418481395.0,0.198,
12/01/2014,893.878,10436027877.0,117030.0,1418481395.0,0.21,
13/01/2014,837.415,9998496558.0,152204.0,1730264288.0,0.188,
14/01/2014,844.33,10119223760.0,131569.0,1789546951.0,0.237,
15/01/2014,857.806,10259201593.0,132995.0,1789546951.0,0.235,
16/01/2014,854.1080000000001,10182545514.0,132515.0,1789546951.0,0.2,
17/01/2014,822.71,9833758380.0,129347.0,1789546951.0,0.205,
18/01/2014,836.905,9935042058.0,106595.0,1789546951.0,0.207,
19/01/2014,842.293,10102671627.0,108928.0,1789546951.0,0.201,
20/01/2014,886.057,10194974658.0,179150.0,1789546951.0,0.21600000000000003,
21/01/2014,863.039,10181118424.0,159738.0,1789546951.0,0.18600000000000003,
22/01/2014,852.448,10141792649.0,152991.0,1789546951.0,0.192,
23/01/2014,837.8969999999999,10007865382.0,150325.0,1789546951.0,0.222,
24/01/2014,808.1569999999999,9622109371.0,142626.0,1941427191.0,0.18899999999999997,
25/01/2014,829.446,9818642379.0,126987.0,2193847870.0,0.183,
26/01/2014,861.16,10027796911.0,125577.0,2193847870.0,0.18899999999999997,
27/01/2014,859.05,9747557461.0,170535.0,2193847870.0,0.18,
28/01/2014,798.2130000000001,9489317514.0,158246.0,2193847870.0,0.172,
29/01/2014,825.551,9687524064.0,141296.0,2193847870.0,0.185,
30/01/2014,812.648,9656490405.0,151812.0,2193847870.0,0.17800000000000002,
31/01/2014,824.5419999999999,9813735460.0,149083.0,2193847870.0,0.19699999999999998,
01/02/2014,838.57,9929126621.0,135027.0,2193847870.0,0.175,
02/02/2014,835.689,9924245675.0,135504.0,2193847870.0,0.17300000000000001,
03/02/2014,816.934,9851830297.0,172514.0,2193847870.0,0.17300000000000001,
04/02/2014,817.692,9912215203.0,169184.0,2193847870.0,0.16699999999999998,
05/02/2014,830.298,9814970888.0,156878.0,2468705673.0,0.17,
06/02/2014,800.337,9542453945.0,163457.0,2621404453.0,0.172,
07/02/2014,727.9010000000001,8924242012.0,165518.0,2621404453.0,0.158,
08/02/2014,696.6610000000001,8768379035.0,148302.0,2621404453.0,0.132,
09/02/2014,676.2289999999999,8656605604.0,129205.0,2621404453.0,0.127,
10/02/2014,659.682,8263767949.0,171464.0,2621404453.0,0.13,
11/02/2014,661.433,8368343763.0,154904.0,2621404453.0,0.129,
12/02/2014,634.091,8048705154.0,215136.0,2621404453.0,0.16399999999999998,
13/02/2014,574.95,7662793967.0,164040.0,2621404453.0,0.12,
14/02/2014,547.519,7407335344.0,177305.0,2621404453.0,0.125,
15/02/2014,587.908,7874711432.0,150516.0,2621404453.0,0.12,
16/02/2014,633.999,7519183334.0,127690.0,2621404453.0,0.125,
17/02/2014,630.288,7660118530.0,180407.0,3123016159.0,0.245,
18/02/2014,628.232,7632701539.0,158221.0,3129573175.0,0.129,
19/02/2014,622.409,7556512852.0,177581.0,3129573175.0,0.129,
20/02/2014,597.613,7168503527.0,181061.0,3129573175.0,0.125,
21/02/2014,565.081,6824774152.0,178725.0,3129573175.0,0.113,
22/02/2014,578.305,7042301997.0,155997.0,3129573175.0,0.122,
23/02/2014,618.523,7555955670.0,162909.0,3129573175.0,0.124,
24/02/2014,570.345,7128400536.0,215155.0,3129573175.0,0.11800000000000001,
25/02/2014,499.8,6314417925.0,209217.0,3129573175.0,0.111,
26/02/2014,572.999,6993424821.0,201441.0,3129573175.0,0.11699999999999999,
27/02/2014,580.375,7000175929.0,184914.0,3129573175.0,0.11800000000000001,
28/02/2014,567.6569999999999,6841993067.0,196558.0,3440425944.0,0.133,
01/03/2014,560.0830000000001,6846812263.0,181806.0,3815723799.0,0.11199999999999999,
02/03/2014,561.09,6903312989.0,159534.0,3815723799.0,0.10800000000000001,
03/03/2014,604.807,7492764773.0,237402.0,3815723799.0,0.129,
04/03/2014,677.6060000000001,8299305811.0,232504.0,3815723799.0,0.139,
05/03/2014,662.002,8068506704.0,202159.0,3815723799.0,0.131,
06/03/2014,661.3530000000001,8063675547.0,195791.0,3815723799.0,0.138,
07/03/2014,642.185,7801725441.0,181085.0,3815723799.0,0.12300000000000001,
08/03/2014,619.677,7630128755.0,171425.0,3815723799.0,0.11199999999999999,
09/03/2014,627.479,7786226930.0,173671.0,3815723799.0,0.124,
10/03/2014,630.3009999999999,7801755577.0,208180.0,3815723799.0,0.145,
11/03/2014,625.927,7791229007.0,190830.0,3815723799.0,0.126,
12/03/2014,636.984,7856717323.0,203575.0,3815723799.0,0.138,
13/03/2014,638.79,7868331870.0,193770.0,4218033170.0,0.129,
14/03/2014,632.924,7805893775.0,192350.0,4250217920.0,0.12300000000000001,
15/03/2014,631.464,7835064940.0,146940.0,4250217920.0,0.115,
16/03/2014,631.648,7818926927.0,140615.0,4250217920.0,0.132,
17/03/2014,625.026,7715405378.0,189544.0,4250217920.0,0.12300000000000001,
18/03/2014,613.511,7612123446.0,143022.0,4250217920.0,0.111,
19/03/2014,613.783,7685463996.0,165259.0,4250217920.0,0.11199999999999999,
20/03/2014,596.009,7443853659.0,166842.0,4250217920.0,0.11599999999999999,
21/03/2014,582.231,7291191246.0,189900.0,4250217920.0,0.11699999999999999,
22/03/2014,563.3480000000001,7080867568.0,169700.0,4250217920.0,0.149,
23/03/2014,564.372,7132702086.0,149541.0,4250217920.0,0.109,
24/03/2014,563.641,7124723360.0,192846.0,4270341395.0,0.10300000000000001,
25/03/2014,577.854,7249823961.0,166956.0,5006860589.0,0.11699999999999999,
26/03/2014,579.582,7284248560.0,169416.0,5006860589.0,0.129,
